Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown0_7,Unknown0_8,Unknown0_9,Unknown0_10,Unknown0_11,Unknown0_12,Unknown0_13,Unknown0_14,Unknown0_15,Unknown0_16,Unknown0_17,Unknown0_18,Unknown0_19,Unknown0_20,Unknown1_0,Unknown1_1,Unknown1_2,Unknown1_3,Unknown1_4,Unknown1_5,Unknown1_6,Unknown1_7
"1152","2267","3401","3401","3401","2267","3401","3401","2267","3401","0","3401","0","0","2267","2267","2252","54","0","3401","2267","126","0","2831","2831","2831","2831","0","2267","0"
"1153","2269","3404","3404","3404","2269","3404","3404","2269","3404","0","3404","0","0","2269","2269","2254","54","0","3404","2269","126","0","2833","2833","2833","2833","0","2269","0"
"1154","2271","3407","3407","3407","2271","3407","3407","2271","3407","0","3407","0","0","2271","2271","2256","54","0","3407","2271","126","0","2836","2836","2836","2836","0","2271","0"
"1155","2273","3410","3410","3410","2273","3410","3410","2273","3410","0","3410","0","0","2273","2273","2258","54","0","3410","2273","126","0","2838","2838","2838","2838","0","2273","0"
"1156","2275","3413","3413","3413","2275","3413","3413","2275","3413","0","3413","0","0","2275","2275","2260","54","0","3413","2275","126","0","2840","2840","2840","2840","0","2275","0"
"1157","2277","3416","3416","3416","2277","3416","3416","2277","3416","0","3416","0","0","2277","2277","2262","54","0","3416","2277","126","0","2842","2842","2842","2842","0","2277","0"
"1158","2279","3419","3419","3419","2279","3419","3419","2279","3419","0","3419","0","0","2279","2279","2264","54","0","3419","2279","126","0","2844","2844","2844","2844","0","2279","0"
"1159","2281","3422","3422","3422","2281","3422","3422","2281","3422","0","3422","0","0","2281","2281","2266","54","0","3422","2281","126","0","2846","2846","2846","2846","0","2281","0"
"1160","2283","3425","3425","3425","2283","3425","3425","2283","3425","0","3425","0","0","2283","2283","2268","54","0","3425","2283","126","0","2848","2848","2848","2848","0","2283","0"
"1161","2285","3428","3428","3428","2285","3428","3428","2285","3428","0","3428","0","0","2285","2285","2270","54","0","3428","2285","126","0","2850","2850","2850","2850","0","2285","0"
"1162","2287","3431","3431","3431","2287","3431","3431","2287","3431","0","3431","0","0","2287","2287","2272","54","0","3431","2287","126","0","2852","2852","2852","2852","0","2287","0"
"1163","2289","3434","3434","3434","2289","3434","3434","2289","3434","0","3434","0","0","2289","2289","2274","54","0","3434","2289","126","0","2854","2854","2854","2854","0","2289","0"
"1164","2292","3437","3437","3437","2292","3437","3437","2292","3437","0","3437","0","0","2292","2292","2277","54","0","3437","2292","126","0","2856","2856","2856","2856","0","2292","0"
"1165","2294","3440","3440","3440","2294","3440","3440","2294","3440","0","3440","0","0","2294","2294","2279","54","0","3440","2294","126","0","2858","2858","2858","2858","0","2294","0"
"1166","2296","3443","3443","3443","2296","3443","3443","2296","3443","0","3443","0","0","2296","2296","2281","54","0","3443","2296","126","0","2860","2860","2860","2860","0","2296","0"
"1167","2298","3446","3446","3446","2298","3446","3446","2298","3446","0","3446","0","0","2298","2298","2283","54","0","3446","2298","126","0","2862","2862","2862","2862","0","2298","0"
"1168","2300","3449","3449","3449","2300","3449","3449","2300","3449","0","3449","0","0","2300","2300","2285","54","0","3449","2300","126","0","2864","2864","2864","2864","0","2300","0"
"1169","2302","3452","3452","3452","2302","3452","3452","2302","3452","0","3452","0","0","2302","2302","2287","54","0","3452","2302","126","0","2866","2866","2866","2866","0","2302","0"
"1170","2304","3455","3455","3455","2304","3455","3455","2304","3455","0","3455","0","0","2304","2304","2289","54","0","3455","2304","126","0","2868","2868","2868","2868","0","2304","0"
"1171","2306","3458","3458","3458","2306","3458","3458","2306","3458","0","3458","0","0","2306","2306","2291","54","0","3458","2306","126","0","2870","2870","2870","2870","0","2306","0"
"1172","2308","3461","3461","3461","2308","3461","3461","2308","3461","0","3461","0","0","2308","2308","2293","54","0","3461","2308","126","0","2872","2872","2872","2872","0","2308","0"
"1173","2310","3464","3464","3464","2310","3464","3464","2310","3464","0","3464","0","0","2310","2310","2295","54","0","3464","2310","126","0","2874","2874","2874","2874","0","2310","0"
"1174","2312","3467","3467","3467","2312","3467","3467","2312","3467","0","3467","0","0","2312","2312","2297","54","0","3467","2312","126","0","2876","2876","2876","2876","0","2312","0"
"1175","2314","3470","3470","3470","2314","3470","3470","2314","3470","0","3470","0","0","2314","2314","2299","54","0","3470","2314","126","0","2878","2878","2878","2878","0","2314","0"
"1176","2316","3473","3473","3473","2316","3473","3473","2316","3473","0","3473","0","0","2316","2316","2301","54","0","3473","2316","126","0","2880","2880","2880","2880","0","2316","0"
"1177","2318","3476","3476","3476","2318","3476","3476","2318","3476","0","3476","0","0","2318","2318","2303","54","0","3476","2318","126","0","2882","2882","2882","2882","0","2318","0"
"1178","2320","3479","3479","3479","2320","3479","3479","2320","3479","0","3479","0","0","2320","2320","2305","54","0","3479","2320","126","0","2884","2884","2884","2884","0","2320","0"
"1179","2322","3482","3482","3482","2322","3482","3482","2322","3482","0","3482","0","0","2322","2322","2307","54","0","3482","2322","126","0","2886","2886","2886","2886","0","2322","0"
"1180","2324","3485","3485","3485","2324","3485","3485","2324","3485","0","3485","0","0","2324","2324","2309","54","0","3485","2324","126","0","2888","2888","2888","2888","0","2324","0"
"1181","2326","3488","3488","3488","2326","3488","3488","2326","3488","0","3488","0","0","2326","2326","2311","54","0","3488","2326","126","0","2890","2890","2890","2890","0","2326","0"
"1182","2328","3491","3491","3491","2328","3491","3491","2328","3491","0","3491","0","0","2328","2328","2313","54","0","3491","2328","126","0","2892","2892","2892","2892","0","2328","0"
"1183","2330","3494","3494","3494","2330","3494","3494","2330","3494","0","3494","0","0","2330","2330","2315","54","0","3494","2330","126","0","2894","2894","2894","2894","0","2330","0"
"1184","2332","3497","3497","3497","2332","3497","3497","2332","3497","0","3497","0","0","2332","2332","2317","54","0","3497","2332","126","0","2896","2896","2896","2896","0","2332","0"
"1185","2334","3500","3500","3500","2334","3500","3500","2334","3500","0","3500","0","0","2334","2334","2319","54","0","3500","2334","126","0","2898","2898","2898","2898","0","2334","0"
"1186","2336","3503","3503","3503","2336","3503","3503","2336","3503","0","3503","0","0","2336","2336","2321","54","0","3503","2336","126","0","2900","2900","2900","2900","0","2336","0"
"1187","2338","3507","3507","3507","2338","3507","3507","2338","3507","0","3507","0","0","2338","2338","2323","54","0","3507","2338","126","0","2902","2902","2902","2902","0","2338","0"
"1188","2340","3510","3510","3510","2340","3510","3510","2340","3510","0","3510","0","0","2340","2340","2325","54","0","3510","2340","126","0","2904","2904","2904","2904","0","2340","0"
"1189","2342","3513","3513","3513","2342","3513","3513","2342","3513","0","3513","0","0","2342","2342","2327","54","0","3513","2342","126","0","2906","2906","2906","2906","0","2342","0"
"1190","2344","3516","3516","3516","2344","3516","3516","2344","3516","0","3516","0","0","2344","2344","2329","54","0","3516","2344","126","0","2908","2908","2908","2908","0","2344","0"
"1191","2346","3519","3519","3519","2346","3519","3519","2346","3519","0","3519","0","0","2346","2346","2331","54","0","3519","2346","126","0","2911","2911","2911","2911","0","2346","0"
"1192","2348","3522","3522","3522","2348","3522","3522","2348","3522","0","3522","0","0","2348","2348","2333","54","0","3522","2348","126","0","2913","2913","2913","2913","0","2348","0"
"1193","2350","3525","3525","3525","2350","3525","3525","2350","3525","0","3525","0","0","2350","2350","2335","54","0","3525","2350","126","0","2915","2915","2915","2915","0","2350","0"
"1194","2352","3528","3528","3528","2352","3528","3528","2352","3528","0","3528","0","0","2352","2352","2337","54","0","3528","2352","126","0","2917","2917","2917","2917","0","2352","0"
"1195","2354","3531","3531","3531","2354","3531","3531","2354","3531","0","3531","0","0","2354","2354","2339","54","0","3531","2354","126","0","2919","2919","2919","2919","0","2354","0"
"1196","2356","3534","3534","3534","2356","3534","3534","2356","3534","0","3534","0","0","2356","2356","2341","54","0","3534","2356","126","0","2921","2921","2921","2921","0","2356","0"
"1197","2358","3537","3537","3537","2358","3537","3537","2358","3537","0","3537","0","0","2358","2358","2343","54","0","3537","2358","126","0","2923","2923","2923","2923","0","2358","0"
"1198","2360","3540","3540","3540","2360","3540","3540","2360","3540","0","3540","0","0","2360","2360","2345","54","0","3540","2360","126","0","2925","2925","2925","2925","0","2360","0"
"1199","2362","3543","3543","3543","2362","3543","3543","2362","3543","0","3543","0","0","2362","2362","2347","54","0","3543","2362","126","0","2927","2927","2927","2927","0","2362","0"
"1200","2364","3546","3546","3546","2364","3546","3546","2364","3546","0","3546","0","0","2364","2364","2349","54","0","3546","2364","126","0","2929","2929","2929","2929","0","2364","0"
"1201","2366","3549","3549","3549","2366","3549","3549","2366","3549","0","3549","0","0","2366","2366","2351","54","0","3549","2366","126","0","2931","2931","2931","2931","0","2366","0"
"1202","2368","3552","3552","3552","2368","3552","3552","2368","3552","0","3552","0","0","2368","2368","2353","54","0","3552","2368","126","0","2933","2933","2933","2933","0","2368","0"
"1203","2370","3555","3555","3555","2370","3555","3555","2370","3555","0","3555","0","0","2370","2370","2355","54","0","3555","2370","126","0","2935","2935","2935","2935","0","2370","0"
"1204","2372","3558","3558","3558","2372","3558","3558","2372","3558","0","3558","0","0","2372","2372","2357","54","0","3558","2372","126","0","2937","2937","2937","2937","0","2372","0"
"1205","2374","3561","3561","3561","2374","3561","3561","2374","3561","0","3561","0","0","2374","2374","2359","54","0","3561","2374","126","0","2939","2939","2939","2939","0","2374","0"
"1206","2376","3564","3564","3564","2376","3564","3564","2376","3564","0","3564","0","0","2376","2376","2361","54","0","3564","2376","126","0","2941","2941","2941","2941","0","2376","0"
"1207","2378","3567","3567","3567","2378","3567","3567","2378","3567","0","3567","0","0","2378","2378","2363","54","0","3567","2378","126","0","2943","2943","2943","2943","0","2378","0"
"1208","2380","3570","3570","3570","2380","3570","3570","2380","3570","0","3570","0","0","2380","2380","2365","54","0","3570","2380","126","0","2945","2945","2945","2945","0","2380","0"
"1209","2382","3573","3573","3573","2382","3573","3573","2382","3573","0","3573","0","0","2382","2382","2367","54","0","3573","2382","126","0","2947","2947","2947","2947","0","2382","0"
"1210","2384","3576","3576","3576","2384","3576","3576","2384","3576","0","3576","0","0","2384","2384","2369","54","0","3576","2384","126","0","2949","2949","2949","2949","0","2384","0"
"1211","2386","3579","3579","3579","2386","3579","3579","2386","3579","0","3579","0","0","2386","2386","2371","54","0","3579","2386","126","0","2951","2951","2951","2951","0","2386","0"
"1212","2388","3582","3582","3582","2388","3582","3582","2388","3582","0","3582","0","0","2388","2388","2373","54","0","3582","2388","126","0","2953","2953","2953","2953","0","2388","0"
"1213","2390","3585","3585","3585","2390","3585","3585","2390","3585","0","3585","0","0","2390","2390","2375","54","0","3585","2390","126","0","2955","2955","2955","2955","0","2390","0"
"1214","2392","3588","3588","3588","2392","3588","3588","2392","3588","0","3588","0","0","2392","2392","2377","54","0","3588","2392","126","0","2957","2957","2957","2957","0","2392","0"
"1215","2394","3591","3591","3591","2394","3591","3591","2394","3591","0","3591","0","0","2394","2394","2379","54","0","3591","2394","126","0","2959","2959","2959","2959","0","2394","0"
"1216","2396","3594","3594","3594","2396","3594","3594","2396","3594","0","3594","0","0","2396","2396","2381","54","0","3594","2396","126","0","2961","2961","2961","2961","0","2396","0"
"1217","2398","3597","3597","3597","2398","3597","3597","2398","3597","0","3597","0","0","2398","2398","2383","54","0","3597","2398","126","0","2963","2963","2963","2963","0","2398","0"
"1218","2400","3600","3600","3600","2400","3600","3600","2400","3600","0","3600","0","0","2400","2400","2385","54","0","3600","2400","126","0","2965","2965","2965","2965","0","2400","0"
"1219","2402","3603","3603","3603","2402","3603","3603","2402","3603","0","3603","0","0","2402","2402","2387","54","0","3603","2402","126","0","2967","2967","2967","2967","0","2402","0"
"1220","2404","3606","3606","3606","2404","3606","3606","2404","3606","0","3606","0","0","2404","2404","2389","54","0","3606","2404","126","0","2969","2969","2969","2969","0","2404","0"
"1221","2406","3609","3609","3609","2406","3609","3609","2406","3609","0","3609","0","0","2406","2406","2391","54","0","3609","2406","126","0","2971","2971","2971","2971","0","2406","0"
"1222","2408","3612","3612","3612","2408","3612","3612","2408","3612","0","3612","0","0","2408","2408","2393","54","0","3612","2408","126","0","2973","2973","2973","2973","0","2408","0"
"1223","2410","3615","3615","3615","2410","3615","3615","2410","3615","0","3615","0","0","2410","2410","2395","54","0","3615","2410","126","0","2975","2975","2975","2975","0","2410","0"
"1224","2412","3618","3618","3618","2412","3618","3618","2412","3618","0","3618","0","0","2412","2412","2397","54","0","3618","2412","126","0","2977","2977","2977","2977","0","2412","0"
"1225","2414","3621","3621","3621","2414","3621","3621","2414","3621","0","3621","0","0","2414","2414","2399","54","0","3621","2414","126","0","2979","2979","2979","2979","0","2414","0"
"1226","2416","3624","3624","3624","2416","3624","3624","2416","3624","0","3624","0","0","2416","2416","2401","54","0","3624","2416","126","0","2981","2981","2981","2981","0","2416","0"
"1227","2418","3627","3627","3627","2418","3627","3627","2418","3627","0","3627","0","0","2418","2418","2403","54","0","3627","2418","126","0","2983","2983","2983","2983","0","2418","0"
"1228","2420","3630","3630","3630","2420","3630","3630","2420","3630","0","3630","0","0","2420","2420","2405","54","0","3630","2420","126","0","2985","2985","2985","2985","0","2420","0"
