Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown1
"10355","0","60620","0","0","17"
"10356","0","137555","0","0","17"
"10357","0","60617","0","0","17"
"10358","0","137554","0","0","17"
"10359","0","64310","0","0","17"
"10360","0","60619","0","0","17"
"10361","0","60618","0","0","17"
"10362","0","62814","0","0","17"
"10363","0","10141","0","0","17"
"10364","0","62816","0","0","17"
"10365","0","10135","0","0","17"
"10366","0","60620","0","0","17"
"10367","0","10137","0","0","17"
"10368","0","60617","0","0","17"
"10369","0","137554","0","0","17"
"10370","0","64310","0","0","17"
"10371","0","6795","0","0","17"
"10372","0","60618","0","0","17"
"10373","0","62814","0","0","17"
"10374","0","10141","0","0","17"
"10375","0","62816","0","0","17"
"10376","0","42379","0","0","17"
"10377","0","60620","0","0","17"
"10378","0","42380","0","0","17"
"10379","0","60617","0","0","17"
"10380","0","81324","0","0","17"
"10381","0","64310","0","0","17"
"10382","0","60619","0","0","17"
"10383","0","60618","0","0","17"
"10384","0","81325","0","0","17"
"10385","0","28583","0","0","17"
"10386","0","62816","0","0","17"
"10387","0","36414","0","0","17"
"10388","0","81324","0","0","17"
"10389","0","60617","0","0","17"
"10390","0","60620","0","0","17"
"10391","0","24679","0","0","17"
"10392","0","64310","0","0","17"
"10393","0","60619","0","0","17"
"10394","0","81326","0","0","17"
"10395","0","101743","0","0","17"
"10396","0","18203","0","0","17"
"10397","4716","0","0","2","26"
"10398","0.75","0","0","0","14"
"10400","0","0","2","0","15"
"10401","0","0","2","0","15"
"10402","4640","0","0","1","26"
"10403","4717","0","0","3","26"
"10404","4718","0","0","0","26"
"10405","6","0","0","0","30"
"10406","4719","0","0","0","26"
"10407","1.053917E+07","0","4","-2.147484E+09","13"
"10408","4720","0","0","0","26"
"10409","4720","0","0","0","26"
"10410","0","2800","0","0","17"
"10411","0","50014","0","0","17"
"10413","4668","0","0","0","26"
"10415","472","0","0","0","27"
"10416","2","0","0","0","30"
"10417","6","0","0","0","30"
"10420","574","0","0","0","27"
"10422","2022","0","0","0","26"
"10423","824","0","0","-2.147484E+09","9"
"10424","4723","0","0","1","26"
"10426","0.5","2","1","0","14"
"10428","818","0","0","0","9"
"10429","42","0","0","0","27"
"10430","729","0","0","0","27"
"10431","2","0","0","0","30"
"10432","2","0","0","0","30"
"10434","0","0","0.8","0","21"
"10435","0.6","0","0","0","14"
"10436","4350","0","0","2","26"
"10440","1","1","0.3","587726","23"
"10452","4305","0","0","0","26"
"10460","0","137619","0","0","17"
"10461","825","0","0","0","9"
"10463","4724","0","0","0","26"
"10465","8092282","0","0","0","1"
"10467","0.25","0.25","0.9","0","21"
"10468","1.084538E+07","0","0","0","1"
"10469","1.61933E+07","20","2000","100","8"
"10470","4725","0","0","0","26"
"10471","4726","0.1","5","7","26"
"10472","1.405864E+07","0","0","0","1"
"10473","4727","0","0","1","26"
"10475","4728","0","0","3","26"
"10476","1.677722E+07","17","500","200","8"
"10479","4729","0","0","0","26"
"10480","4482","0","0","1","26"
"10481","577","0","0","0","27"
"10483","2846975","0","0","0","1"
"10484","827","0","0","0","9"
"10485","1.674715E+07","0","0","0","1"
"10487","0","137662","-2.147484E+09","-2.147484E+09","17"
"10489","0","45061","0","0","17"
"10490","1.563775E+07","20","600","100","8"
"10492","1.563775E+07","20","600","100","8"
"10493","0","45061","0","0","17"
"10494","0","45061","0","0","17"
"10495","1.43552E+07","20","1000","100","8"
"10496","8158463","0","0","0","1"
"10500","495","0","0","0","27"
"10501","2314","0","0","3","26"
"10502","1.32863E+07","0","0","0","1"
"10503","1.091704E+07","0","0","0","1"
"10504","2","0","0","0","30"
"10505","4748","0","0","2","26"
"10507","4081","0","0","1","26"
"10508","2","0","0","0","30"
"10509","579","0","0","0","27"
"10510","2","0","0","0","30"
"10511","2","0","0","0","30"
"10512","46","0","0","0","27"
"10514","581","0","0","0","27"
"10515","583","0","0","0","27"
"10516","581","0","0","0","27"
"10517","9825278","0","2","0","1"
"10518","662806","0","2","0","3"
"10519","1.674663E+07","0","0","0","1"
"10521","584","0","0","0","27"
"10522","37","0","0","0","27"
"10523","828","0","0","0","9"
"10524","585","0","0","0","27"
"10528","4605510","0","0","0","1"
"10529","2","0","0","0","30"
"10530","3871","0","0","3","26"
"10532","2","0","0","0","30"
"10534","586","0","0","0","27"
"10535","2","0","0","0","30"
"10536","2","0","0","0","30"
"10537","2","0","0","0","30"
"10538","67","0","0","0","27"
"10539","516","0","0","0","27"
"10540","2","0","0","0","30"
"10542","587","0","0","0","27"
"10543","1.677722E+07","0","70","255","8"
"10547","0.45","0","0","0","11"
"10549","5239399","0","0","0","1"
"10550","2515","0","0","1","26"
"10551","2","0","0","0","30"
"10552","120","119","223","0","7"
"10553","0.3","2","1","0","14"
"10554","417","0","0","-2.147484E+09","9"
"10556","2","0","0","0","30"
"10564","4734","0","0","2","26"
"10565","830","0","0","0","9"
"10567","831","0","0","0","9"
"10568","4739","0","0","1","26"
"10569","2","0","0","0","30"
"10570","1.388052E+07","0","0","0","1"
"10571","0","0","0.9","0","21"
"10572","4186","0","0","1","26"
"10574","329","0","0","3","26"
"10575","0","0","0.65","0","21"
"10576","1545","0","0","2","26"
"10577","1945621","0","0","0","1"
"10579","591","0","0","0","27"
"10580","592","0","0","0","27"
"10581","832","0","0","-2.147484E+09","9"
"10582","1","0","0","0","9"
"10584","4937","0","0","3","26"
"10587","95","0","0","2","26"
"10590","4742","0","0","3","26"
"10592","593","0","0","0","27"
"10593","594","0","0","0","27"
"10594","4598","0","0","0","26"
"10595","3669","0","0","3","26"
"10597","3621","0","0","3","26"
"10598","1.677082E+07","15","400","255","8"
"10600","0","0","0","0","11"
"10601","485","-2.147484E+09","0","-2.147484E+09","27"
"10602","4223","0","0","1","26"
"10603","709452","0","0","0","1"
"10604","708683","0","0","0","1"
"10605","4695","0","0","2","26"
"10606","0.01","0","0","0","14"
"10607","1350","0","0","1","26"
"10610","0","134845","0","0","17"
"10611","2","0","0","0","30"
"10612","8","0","0","0","30"
"10613","5","0","1","34559","22"
"10615","484","0","0","0","27"
"10616","33","0","0","0","27"
"10617","4075","0","0","3","26"
"10618","8983984","0","0","0","1"
"10619","4748","0","0","0","26"
"10622","4780","0","0","3","26"
"10623","4190","0","0","3","26"
"10624","4748","0","0","1","26"
"10625","15","3","0.2","0","21"
"10626","9687693","0","8","0","1"
"10628","4782","0","0","2","26"
"10632","2555970","0","0","0","1"
"10633","0.65","0","2","0","14"
"10634","4783","0","0","1","26"
"10635","4784","0","0","0","26"
"10636","0","62814","0","0","17"
"10637","0","62816","0","0","17"
"10638","0","64311","0","0","17"
"10639","0","81326","0","0","17"
"10640","8939846","0","0","0","1"
"10641","0","60618","0","0","17"
"10642","0","81324","0","0","17"
"10643","0","60617","0","0","17"
"10644","0","60620","0","0","17"
"10645","0","81325","0","0","17"
"10649","1.178182E+07","0","0","0","1"
"10650","256","0","0","0","9"
"10653","0.75","0","0","0","14"
"10657","2773","0","0","2","26"
"10658","0","0","1","0","21"
"10661","4787","0","0","3","26"
"10662","1.676467E+07","0","0","0","1"
"10663","1.67447E+07","0","0","0","1"
"10665","1.675366E+07","0","0","0","1"
"10666","841","0","0","0","9"
"10667","840","0","0","0","9"
"10668","4789","0","0","3","26"
"10669","1.537732E+07","0","1","0","1"
"10670","1.672976E+07","15","400","96","8"
"10671","578","20","600","100","27"
"10672","6872650","0","0","0","1"
"10673","0","0","0.25","0","21"
"10675","9342606","0","0","0","1"
"10676","1.17964E+07","0","0","0","1"
"10679","4543","0","0","1","26"
"10680","0","14173","0","0","17"
"10681","0","22744","0","0","17"
"10682","0","60620","0","0","17"
"10683","0","60617","0","0","17"
"10684","0","64311","0","0","17"
"10685","0","2955","0","0","17"
"10686","0","14171","0","0","17"
"10687","0","62816","0","0","17"
"10688","0","64310","0","0","17"
"10689","0","6795","0","0","17"
"10690","0","60618","0","0","17"
"10691","587","0","0","0","9"
"10692","1.67551E+07","0","0","0","1"
"10694","596","20","600","100","27"
"10695","586","0","0","0","9"
"10696","6373161","0","0","0","1"
"10697","0.01","0","0","0","14"
"10698","4616","0","0","1","26"
"10699","0","0","0","0","11"
"10701","4873294","0","0","0","1"
"10702","1.536599E+07","0","0","0","1"
"10703","597","0","0","0","27"
"10704","2","0","0","0","30"
"10705","843","0","0","0","9"
"10706","9372320","0","0","0","13"
"10707","766","0","0","0","9"
"10708","4790","0","0","3","26"
"10709","598","0","0","0","27"
"10710","4793","0","0","1","26"
"10711","4791","0","0","3","26"
"10712","3639","0","0","3","26"
"10713","6","0","0","0","30"
"10716","0","0","1","1.468803E+07","22"
"10717","0","0","0.4","1.40373E+07","22"
"10718","2787347","0","0","0","1"
"10719","1.12414E+07","0","0","0","1"
"10720","4218401","0","0","0","1"
"10722","0","0","0.25","1.079858E+07","22"
"10723","507","0","0","0","27"
"10724","1.230607E+07","0","0","0","1"
"10725","1","1","0.9","1.447531E+07","22"
"10726","277","0","0","2","26"
"10727","1","1","0.8","4750943","22"
"10728","1.228976E+07","0","0","0","1"
"10730","2","0","0","0","30"
"10731","1.536599E+07","0","0","0","1"
"10732","1.48352E+07","0","0","0","1"
"10733","3900","5","5","6","26"
"10734","0","0","0.5","1.525663E+07","22"
"10736","1998","0","0","3","26"
"10737","1","0","0.5","3475960","22"
"10738","600","0","0","0","27"
"10739","1","0","0.5","3475960","22"
"10741","877","0","0","0","9"
"10742","0","0","0.2","1.447531E+07","22"
"10743","4801","0","0","1","26"
"10744","4801","1","0","1","26"
"10745","4806","0","0","3","26"
"10746","4570","0","0","3","26"
"10749","0.5","0","0","9136023","22"
"10751","4809","0","0","3","26"
"10752","4812","0","0","1","26"
"10753","0","0","1","0","21"
"10759","3006","0","0","0","26"
"10760","597","0","0","0","27"
"10761","1","0","0","0","9"
"10762","601","0","0","0","27"
"10763","277","0","0","0","26"
"10764","7105791","0","0","0","13"
"10765","443","20","600","100","27"
"10766","2","0","0","0","30"
"10767","780116","0","0","0","1"
"10768","40271","0","0","0","1"
"10769","0","0","1","1315860","18"
"10770","0.1","0.1","1","5832699","23"
"10771","2","0","0","0","11"
"10773","3566591","0","0","0","1"
"10774","0.3","0","1","5723991","18"
"10775","0","0","0","8060260","18"
"10776","0","0","1","1.325112E+07","22"
"10778","0","0","0.45","0","21"
"10779","1.067756E+07","0","0","0","1"
"10780","1","1","0.3","5905013","22"
"10781","4529","0","0","2","26"
"10782","0","0","0.7","80986","22"
"10783","1","0","0.5","2274899","22"
"10784","4815","0","0","1","26"
"10785","6392161","0","0","0","1"
"10792","635","0","0","0","9"
"10794","4817","0","0","2","26"
"10795","4818","0","0","3","26"
"10798","1","1","3","0","14"
"10800","7143566","0","0","0","1"
"10801","1934","0","0","0","1"
"10802","0","1","5","0","14"
"10803","3940","0","0","1","26"
"10804","2","0","0","0","30"
"10805","602","20","600","100","27"
"10806","8878957","0","0","0","1"
"10812","4822","0","0","3","26"
"10813","584","0","0","0","27"
"10814","532","0","0","0","27"
"10815","4823","0","0","3","26"
"10816","4791","0","0","1","26"
"10817","166144","0","0","0","1"
"10818","1.61933E+07","20","2000","100","8"
"10819","4796","0","0","1","26"
"10820","851","0","0","0","9"
"10822","3566","0","0","3","26"
"10823","2686720","0","0","0","1"
"10824","4824","0","0","1","26"
"10825","4825","0","0","1","26"
"10826","4826","0","0","1","26"
"10827","4827","0","0","1","26"
"10828","3566","0","0","3","26"
"10829","2686720","0","0","0","1"
"10830","480","0","0","0","27"
"10832","4828","0","0","0","26"
"10833","0","0","0.65","6078561","22"
"10838","4530","0","0","1","26"
"10841","0.9","0","0","0","14"
"10842","1.595888E+07","0","0","19","1"
"10843","7955711","0","750","0","8"
"10844","1.595888E+07","0","0","19","1"
"10845","487","0","0","0","27"
"10848","4829","0","0","1","26"
"10849","4830","0","0","0","26"
"10850","4677","0","0","1","26"
"10851","4678","0","0","0","26"
"10854","0","60746","0","0","17"
"10859","0","0","0","0","11"
"10861","4856","0","0","2","26"
"10863","0","128323","0","0","17"
"10864","4831","0","0","2","26"
"10865","766","0","0","0","9"
"10866","1.655285E+07","0","0","0","1"
"10867","4835","0","0","2","26"
"10868","604","0","0","0","27"
"10870","3812","0","0","1","26"
"10872","1.42441E+07","0","0","0","1"
"10873","605","0","5000","0","27"
"10874","0","0","0","0","11"
"10875","0","0","1","1.658054E+07","22"
"10876","0","0","0.75","0","21"
"10877","4837","0","0","1","26"
"10878","0.2","0.2","0.5","1.631714E+07","22"
"10881","4463","0","0","3","26"
"10884","1.136922E+07","0","1","0","1"
"10885","4839","0","0","1","26"
"10887","7961087","0","0","0","1"
"10888","6711039","0","0","0","1"
"10889","587","0","0","0","9"
"10890","586","0","0","0","9"
"10891","4410","0","0","0","26"
"10892","587","0","0","0","9"
"10895","586","0","0","0","9"
"10896","1945621","0","0","0","1"
"10897","4840","0","0","3","26"
"10898","2","5","1","1.67639E+07","21"
"10899","1.677722E+07","0","70","255","8"
"10900","606","0","0","0","27"
"10901","4725","0","0","0","26"
"10902","4842","0","0","0","26"
"10903","4843","0","0","0","26"
"10905","4844","0","0","3","26"
"10907","607","0","3000","0","27"
"10909","608","0","0","0","27"
"10912","4693","0","0","1","26"
"10913","6","4","1","6513507","22"
"10914","0","0","0.5","0","21"
"10915","7631988","0","0","0","1"
"10916","0.1","0.1","1","1.664612E+07","22"
"10917","3868","0","0","1","26"
"10918","3868","0","0","1","26"
"10919","446","0","0","0","27"
"10921","1","0","0","0","26"
"10923","609","0","0","0","27"
"10924","4157","0","0","1","26"
"10925","297","0","0","3","26"
"10926","4064","0","0","3","26"
"10927","458","0","0","3","26"
"10928","0","0.15","1","1.677688E+07","22"
"10930","4849","0","0","1","26"
"10931","256","0","0","0","9"
"10932","777","0","0","0","9"
"10933","779","0","0","0","9"
"10934","779","0","0","0","9"
"10935","777","0","0","0","9"
"10936","779","0","0","0","9"
"10937","853","0","0","0","9"
"10938","1.524608E+07","0","0","0","1"
"10939","552","0","0","0","27"
"10940","4223","0","0","1","26"
"10941","4852","0","0","2","26"
"10942","779","0","0","0","9"
"10944","2284","0","0","1","26"
"10945","0","115802","0","0","17"
"10946","0","137619","0","0","17"
"10947","1.067756E+07","0","0","0","1"
"10948","854","0","0","0","9"
"10949","1.671168E+07","8","400","128","8"
"10950","8134044","0","500","1","8"
"10952","4129","1","0","0","12"
"10953","1.54793E+07","0","6","-2.147484E+09","13"
"10954","1.61933E+07","20","2000","100","8"
"10955","4861","0","0","1","26"
"10956","1.220115E+07","0","0","0","1"
"10957","542","0","0","0","27"
"10958","1945621","0","0","0","1"
"10959","77","0","0","0","27"
"10960","0","124529","0","0","17"
"10962","1.54793E+07","0","6","-2.147484E+09","13"
"10963","439","0","0","0","27"
"10964","4863","0","0","0","26"
"10966","610","0","1000","1","27"
"10967","458","0","0","3","26"
"10969","559","0","0","0","27"
"10971","493","0","0","0","27"
"10972","611","0","0","0","27"
"10973","0","0","0.3","7590901","22"
"10974","4244","0","0","3","26"
"10975","0","0","0.5","1.626063E+07","22"
"10976","612","0","-2.147484E+09","-2.147484E+09","27"
"10977","2271744","0","0","60","1"
"10978","0.5","0.5","0.5","2527744","22"
"10979","1.162978E+07","0","0","0","1"
"10980","613","0","0","0","27"
"10982","1411","0","0","3","26"
"10983","1411","0","0","3","26"
"10986","146","0","0","0","9"
"10988","0","139304","0","0","17"
"10989","0","139301","0","0","17"
"10990","0","60620","0","0","17"
"10991","0","60617","0","0","17"
"10993","0","139299","0","0","17"
"10994","0","139295","0","0","17"
"10995","0","62816","0","0","17"
"10996","0","64310","0","0","17"
"10997","0","139293","0","0","17"
"10998","0","60618","0","0","17"
"10999","614","0","0","0","27"
"11000","4885","0","0","1","26"
"11001","4889","0","0","1","26"
"11003","103","0","0","0","9"
"11004","720","0","0","0","9"
"11005","1.676257E+07","0","0","0","1"
"11006","1.074809E+07","0","0","60","1"
"11007","598","0","0","0","27"
"11008","662","0","0","0","9"
"11009","2","0","0","0","7"
"11011","5092173","0","0","0","1"
"11012","4574","0","0","3","26"
"11013","2","0","0","0","30"
"11015","2","5","1","1.67639E+07","21"
"11016","4818","0","0","3","26"
"11017","4893","0","0","5","26"
"11018","617","0","-2.147484E+09","-2.147484E+09","27"
"11019","2","5","1","1.67639E+07","21"
"11020","2","5","1","1.67639E+07","21"
"11021","2","5","1","1.67639E+07","21"
"11022","2","5","1","1.67639E+07","21"
"11023","2","5","1","1.67639E+07","21"
"11024","2","5","1","1.67639E+07","21"
"11025","2","5","1","1.67639E+07","21"
"11026","0","0","0.5","4784264","23"
"11027","618","0","0","60","27"
"11028","2","0","0","0","30"
"11029","9074175","0","0","0","1"
"11030","0","0","0","0","11"
"11031","4223","0","0","3","26"
"11033","619","0","0","0","27"
"11034","1.675097E+07","0","6","-2.147484E+09","13"
"11035","9437071","0","0","0","1"
"11036","0.8","0","0","0","14"
"11037","8407953","0","0","0","1"
"11038","1.248792E+07","0","500","30","8"
"11039","642","0","0","3","26"
"11042","4223","0","0","3","26"
"11043","1096","0","0","3","26"
"11044","3653","0","0","3","26"
"11050","2","5","1","1.67639E+07","21"
"11051","3566","0","0","3","26"
"11052","2686720","0","0","0","1"
"11053","3943872","0","6000","30","8"
"11054","630","0","0","0","27"
"11055","0","0","0","0","11"
"11056","8320511","0","0","0","1"
"11057","4720","0","0","0","26"
"11058","4720","0","0","0","26"
"11059","2","0","0","0","27"
"11060","0","2","1","0","21"
"11061","743","0","0","0","26"
"11062","8","0","0","0","30"
"11063","8","0","0","0","30"
"11064","4897","0","0","0","26"
"11065","597","0","0","0","27"
"11066","1","1","1","2555984","23"
"11067","4482","0","0","1","26"
"11069","4898","0","0","3","26"
"11070","4901","0","0","3","26"
"11071","4572","1","0","3","26"
"11072","1.112456E+07","0","4","0","1"
"11073","8","0","0","0","30"
